recording_givid	survey	user_reference	area	vague_date_begin	vague_date_end	latitude	longitude
IV2020120212133830	N2000meetnet_Duinen_BHM	661425_2120	9	2020-08-24	2020-08-24	51.11599061	2.66145996
IV2020120213531385	N2000meetnet_Duinen_BHM	3807153_2120	1018	2020-08-24	2020-08-24	51.11740197	2.65957989
IV2020120213552765	N2000meetnet_Duinen_BHM	3807153_2120	9	2020-08-24	2020-08-24	51.11740197	2.65957989
IV2020120213594183	N2000meetnet_Duinen_BHM	5297_2120	1018	2020-08-27	2020-08-27	51.09436869	2.56215644
IV2020120214062624	N2000meetnet_Duinen_BHM	5297_2120	9	2020-08-27	2020-08-27	51.09436869	2.56215644
IV2020120214121489	N2000meetnet_Duinen_BHM	ZW_04_2180	1018	2020-09-01	2020-09-01	51.35402981	3.32434886
IV2020120214143341	N2000meetnet_Duinen_BHM	ZW_04_2180	9	2020-09-01	2020-09-01	51.35402981	3.32434886
IV2020120214214868	N2000meetnet_Duinen_BHM	WZ_03_2190	1018	2020-09-02	2020-09-02	51.08176391	2.55357565
IV2020120214244975	N2000meetnet_Duinen_BHM	WZ_03_2190	9	2020-09-02	2020-09-02	51.08176391	2.55357565
IV2020120215071324	N2000meetnet_Duinen_BHM	273717_2180	1018	2020-09-07	2020-09-07	51.34780692	3.32498834
IV2020120215103764	N2000meetnet_Duinen_BHM	273717_2180	9	2020-09-07	2020-09-07	51.34780692	3.32498834
IV2020120215283175	N2000meetnet_Duinen_BHM	606261_2180	1018	2020-09-07	2020-09-07	51.3452991	3.3342305
IV2020120215303595	N2000meetnet_Duinen_BHM	606261_2180	9	2020-09-07	2020-09-07	51.3452991	3.3342305
IV2020120215370449	N2000meetnet_Duinen_BHM	413749_2180	1018	2020-09-09	2020-09-09	51.34544544	3.31815186
IV2020120215384647	N2000meetnet_Duinen_BHM	413749_2180	9	2020-09-09	2020-09-09	51.34544544	3.31815186
IV2020120215451489	N2000meetnet_Duinen_BHM	470325_2180	1018	2020-09-09	2020-09-09	51.34658357	3.31674823
IV2020120215464258	N2000meetnet_Duinen_BHM	470325_2180	9	2020-09-09	2020-09-09	51.34658357	3.31674823
IV2020120215592681	N2000meetnet_Duinen_BHM	11573_2180	1018	2020-09-09	2020-09-09	51.34803777	3.31855264
IV2020120216014961	N2000meetnet_Duinen_BHM	11573_2180	9	2020-09-09	2020-09-09	51.34803777	3.31855264
IV2020120216061586	N2000meetnet_Duinen_BHM	zw_10_2180	1018	2020-09-10	2020-09-10	51.35406224	3.33046107
IV2020120216081388	N2000meetnet_Duinen_BHM	zw_10_2180	9	2020-09-10	2020-09-10	51.35406224	3.33046107
IV2020120216123940	N2000meetnet_Duinen_BHM	1060149_2180	1018	2020-09-14	2020-09-14	51.34661281	3.32087503
IV2020120216140340	N2000meetnet_Duinen_BHM	1060149_2180	9	2020-09-14	2020-09-14	51.34661281	3.32087503
IV2020120216201945	N2000meetnet_Duinen_BHM	ZW_27_2160	1018	2020-09-14	2020-09-14	51.36193429	3.34112527
IV2020120216251498	N2000meetnet_Duinen_BHM	ZW_27_2160	9	2020-09-14	2020-09-14	51.36193429	3.34112527
IV2020120410244162	N2000meetnet_Duinen_BHM	268341_2180	1018	2020-09-14	2020-09-14	51.34022279	3.2503009
IV2020120410471019	N2000meetnet_Duinen_BHM	268341_2180	9	2020-09-14	2020-09-14	51.34022279	3.2503009
IV2020121514561916	N2000meetnet_Grasland_BHM	1826514	1017	2020-07-15	2020-07-15	51.01665392	5.4173905
IV2020121615412279	N2000meetnet_Grasland_BHM	1826514	9	2020-07-15	2020-07-15	51.01665392	5.4173905
IV2020122112472941	N2000meetnet_Grasland_BHM	1793746	1017	2020-07-22	2020-07-22	51.01575836	5.42101905
IV2020122113221711	N2000meetnet_Grasland_BHM	1793746	9	2020-07-22	2020-07-22	51.01575836	5.42101905
IV2020122114152043	N2000meetnet_Grasland_BHM	2016242	1017	2020-07-22	2020-07-22	50.95095691	5.63271193
IV2020122115035050	N2000meetnet_Grasland_BHM	2016242	9	2020-07-22	2020-07-22	50.95095691	5.63271193
IV2020122115555943	N2000meetnet_Grasland_BHM	2088658	1017	2020-07-22	2020-07-22	51.01551956	5.41554094
IV2020122116072342	N2000meetnet_Grasland_BHM	2088658	9	2020-07-22	2020-07-22	51.01551956	5.41554094
IV2020122119041715	N2000meetnet_Grasland_BHM	2156242	1017	2020-07-23	2020-07-23	51.01398369	5.42645162
IV2020122119081874	N2000meetnet_Grasland_BHM	2156242	9	2020-07-23	2020-07-23	51.01398369	5.42645162
IV2020122119483530	N2000meetnet_Grasland_BHM	2163698	1017	2020-07-24	2020-07-24	50.95697119	5.6082765
IV2020122120080835	N2000meetnet_Grasland_BHM	2163698	9	2020-07-24	2020-07-24	50.95697119	5.6082765
IV2020122215401630	N2000meetnet_Grasland_BHM	2192370	1017	2020-07-24	2020-07-24	50.95699999	5.60554419
IV2020122215523497	N2000meetnet_Grasland_BHM	2192370	9	2020-07-24	2020-07-24	50.95699999	5.60554419
IV2020122217382627	N2000meetnet_Grasland_BHM	2441398	1017	2020-07-31	2020-07-31	51.0848428	5.19823807
IV2020122219451167	N2000meetnet_Grasland_BHM	2441398	9	2020-07-31	2020-07-31	51.0848428	5.19823807
IV2020122308124078	N2000meetnet_Grasland_BHM	1933238	1017	2020-09-02	2020-09-02	51.06993167	5.34370496
IV2020122311131184	N2000meetnet_Grasland_BHM	1933238	9	2020-09-02	2020-09-02	51.06993167	5.34370496
IV2020122311450566	N2000meetnet_Moeras_BHM	3358866	1017	2020-07-16	2020-07-16	51.17863194	5.68580112
IV2020122313070514	N2000meetnet_Moeras_BHM	3358866	9	2020-07-16	2020-07-16	51.17863194	5.68580112
IV2020122314440629	N2000meetnet_Duinen_BHM	240433_2180	1018	2020-09-16	2020-09-16	51.15955627	2.75183244
IV2020122314500625	N2000meetnet_Moeras_BHM	3202998	1017	2020-07-23	2020-07-23	51.08659029	5.30768971
IV2020122315100049	N2000meetnet_Duinen_BHM	240433_2180	9	2020-09-16	2020-09-16	51.15955627	2.75183244
IV2020122315175746	N2000meetnet_Duinen_BHM	Ca_04_2180	1018	2020-09-17	2020-09-17	51.06337237	2.5677527
IV2020122315202968	N2000meetnet_Duinen_BHM	Ca_04_2180	9	2020-09-17	2020-09-17	51.06337237	2.5677527
IV2020122315372252	N2000meetnet_Duinen_BHM	Ca_06_2180	1018	2020-09-17	2020-09-17	51.06393934	2.57139014
IV2020122315393420	N2000meetnet_Duinen_BHM	Ca_06_2180	9	2020-09-17	2020-09-17	51.06393934	2.57139014
IV2020122315442760	N2000meetnet_Duinen_BHM	567473_2180	1018	2020-09-25	2020-09-25	51.0895303	2.6034905
IV2020122315464658	N2000meetnet_Duinen_BHM	567473_2180	9	2020-09-25	2020-09-25	51.0895303	2.6034905
IV2020122315501560	N2000meetnet_Moeras_BHM	3202998	9	2020-07-23	2020-07-23	51.08659029	5.30768971
IV2020122315515392	N2000meetnet_Duinen_BHM	648369_2180	1018	2020-09-25	2020-09-25	51.08975627	2.59937014
IV2020122315542805	N2000meetnet_Duinen_BHM	648369_2180	9	2020-09-25	2020-09-25	51.08975627	2.59937014
IV2020122316022040	N2000meetnet_Duinen_BHM	511793_2160	1018	2020-09-28	2020-09-28	51.13944409	2.71228276
IV2020122316200555	N2000meetnet_Duinen_BHM	511793_2160	9	2020-09-28	2020-09-28	51.13944409	2.71228276
IV2020122316500539	N2000meetnet_Duinen_BHM	BD_06_2180	1018	2020-09-28	2020-09-28	51.27737383	3.0441528
IV2020122316540893	N2000meetnet_Duinen_BHM	BD_06_2180	9	2020-09-28	2020-09-28	51.27737383	3.0441528
IV2020122317032853	N2000meetnet_Duinen_BHM	395957_2120	1018	2020-09-29	2020-09-29	51.31987914	3.14199327
IV2020122317102738	N2000meetnet_Duinen_BHM	395957_2120	9	2020-09-29	2020-09-29	51.31987914	3.14199327
IV2020122414161850	N2000meetnet_Moeras_BHM	3101622	1017	2020-07-23	2020-07-23	51.08970237	5.31808112
IV2020122414485077	N2000meetnet_Moeras_BHM	3101622	9	2020-07-23	2020-07-23	51.08970237	5.31808112
IV2020122415455466	N2000meetnet_Duinen_BHM	WZ_23_2180	1018	2020-09-22	2020-09-22	51.07990949	2.57114597
IV2020122415495361	N2000meetnet_Duinen_BHM	WZ_23_2180	9	2020-09-22	2020-09-22	51.07990949	2.57114597
IV2020122415564970	N2000meetnet_Duinen_BHM	WZ_24_2160	1018	2020-09-22	2020-09-22	51.08163202	2.57299503
IV2020122416000878	N2000meetnet_Duinen_BHM	WZ_24_2160	9	2020-09-22	2020-09-22	51.08163202	2.57299503
IV2021010409200790	N2000meetnet_Moeras_BHM	2541138	1017	2020-07-23	2020-07-23	51.00896578	5.6424865
IV2021010409345523	N2000meetnet_Moeras_BHM	2541138	9	2020-07-23	2020-07-23	51.00896578	5.6424865
IV2021010409565410	N2000meetnet_Moeras_BHM	2767798	1017	2020-07-23	2020-07-23	51.07960841	5.28499531
IV2021010411002516	N2000meetnet_Moeras_BHM	2767798	9	2020-07-23	2020-07-23	51.07960841	5.28499531
IV2021010411284004	N2000meetnet_Moeras_BHM	2598774	1017	2020-07-23	2020-07-23	51.1505635	5.18974341
IV2021010411395735	N2000meetnet_Moeras_BHM	2598774	9	2020-07-23	2020-07-23	51.1505635	5.18974341
IV2021010413144545	N2000meetnet_Moeras_BHM	1947634	1017	2020-09-10	2020-09-10	50.93357943	5.62586106
IV2021010413272392	N2000meetnet_Moeras_BHM	1947634	9	2020-09-10	2020-09-10	50.93357943	5.62586106
IV2021010414204563	N2000meetnet_Moeras_BHM	1540082	1017	2020-10-14	2020-10-14	50.95063276	5.64856592
IV2021010414332262	N2000meetnet_Moeras_BHM	1540082	9	2020-10-14	2020-10-14	50.95063276	5.64856592
IV2021010510103440	N2000meetnet_Moeras_BHM	4416118	1017	2020-10-09	2020-10-09	51.15275622	5.31113087
IV2021010510241823	N2000meetnet_Moeras_BHM	4416118	9	2020-10-09	2020-10-09	51.15275622	5.31113087
IV2021010510323646	N2000meetnet_Moeras_BHM	3367542	1017	2020-10-09	2020-10-09	51.15201842	5.3106775
IV2021010510524635	N2000meetnet_Moeras_BHM	3367542	9	2020-10-09	2020-10-09	51.15201842	5.3106775
IV2021010511565020	N2000meetnet_Moeras_BHM	2552758	1017	2020-09-10	2020-09-10	51.0902552	5.34502033
IV2021010512104789	N2000meetnet_Moeras_BHM	2552758	9	2020-09-10	2020-09-10	51.0902552	5.34502033
IV2021010512325510	N2000meetnet_Moeras_BHM	2814902	1017	2020-09-10	2020-09-10	51.08978153	5.34477751
IV2021010512544258	N2000meetnet_Moeras_BHM	2814902	9	2020-09-10	2020-09-10	51.08978153	5.34477751
IV2021010513464242	N2000meetnet_Moeras_BHM	2943734_7140_meso	1018	2020-10-08	2020-10-08	51.20007226	4.94642531
IV2021010515355164	N2000meetnet_Moeras_BHM	3601334	1017	2020-09-10	2020-09-10	51.0891774	5.34659625
IV2021010515461422	N2000meetnet_Moeras_BHM	3601334	9	2020-09-10	2020-09-10	51.0891774	5.34659625
IV2021010611250219	N2000meetnet_Moeras_BHM	4912054	1017	2020-09-10	2020-09-10	51.09036999	5.34279032
IV2021010611424688	N2000meetnet_Moeras_BHM	4912054	9	2020-09-10	2020-09-10	51.09036999	5.34279032
IV2021010614593635	N2000meetnet_Moeras_BHM	4765682	1017	2020-09-24	2020-09-24	50.93383982	5.63107208
IV2021010616075752	N2000meetnet_Moeras_BHM	4765682	9	2020-09-24	2020-09-24	50.93383982	5.63107208
IV2021010712040658	N2000meetnet_Moeras_BHM	4512754	1017	2020-09-24	2020-09-24	50.92886107	5.65396793
IV2021010712552549	N2000meetnet_Moeras_BHM	4512754	9	2020-09-24	2020-09-24	50.92886107	5.65396793
IV2021010715182964	N2000meetnet_Moeras_BHM	1465330	1017	2020-09-24	2020-09-24	50.93051537	5.65126987
IV2021010715314671	N2000meetnet_Moeras_BHM	1465330	9	2020-09-24	2020-09-24	50.93051537	5.65126987
IV2021010715421629	N2000meetnet_Moeras_BHM	3450578	1017	2020-09-29	2020-09-29	51.00332518	5.42803469
IV2021010715544363	N2000meetnet_Moeras_BHM	3450578	9	2020-09-29	2020-09-29	51.00332518	5.42803469
IV2021010716182545	N2000meetnet_Moeras_BHM	3319506	1017	2020-09-29	2020-09-29	51.00453706	5.42122278
IV2021010716382666	N2000meetnet_Moeras_BHM	3319506	9	2020-09-29	2020-09-29	51.00453706	5.42122278
IV2021010717355079	N2000meetnet_Moeras_BHM	4613842	1017	2020-09-29	2020-09-29	51.00342334	5.41709414
IV2021010717572036	N2000meetnet_Moeras_BHM	4613842	9	2020-09-29	2020-09-29	51.00342334	5.41709414
IV2021011112005621	N2000meetnet_Duinen_BHM	wz_10	1018	2020-06-16	2020-06-16	51.07784335	2.55566958
IV2021011112113548	N2000meetnet_Duinen_BHM	wz_10	9	2020-06-16	2020-06-16	51.07784339	2.55566959
IV2021011113353756	N2000meetnet_Duinen_BHM	326965	1018	2020-07-01	2020-07-01	51.3570802	3.32787326
IV2021011113420517	N2000meetnet_Duinen_BHM	326965	9	2020-07-01	2020-07-01	51.3570802	3.32787326
IV2021011114133629	N2000meetnet_Duinen_BHM	1375541	1018	2020-07-01	2020-07-01	51.35560397	3.32848857
IV2021011114203839	N2000meetnet_Duinen_BHM	1375541	9	2020-07-01	2020-07-01	51.35560397	3.32848857
IV2021011121021872	N2000meetnet_Duinen_BHM	zw_02	1018	2020-07-02	2020-07-02	51.35654343	3.31839119
IV2021011122264803	N2000meetnet_Duinen_BHM	zw_02	9	2020-07-02	2020-07-02	51.35654352	3.31839119
IV2021011122432466	N2000meetnet_Duinen_BHM	388405	1018	2020-07-02	2020-07-02	51.35641828	3.3229575
IV2021011122484812	N2000meetnet_Duinen_BHM	388405	9	2020-07-02	2020-07-02	51.35641828	3.3229575
IV2021011210111773	N2000meetnet_Duinen_BHM	3026229	1018	2020-07-02	2020-07-02	51.35505084	3.32436843
IV2021011210164709	N2000meetnet_Duinen_BHM	3026229	9	2020-07-02	2020-07-02	51.35505084	3.32436843
IV2021011211410717	N2000meetnet_Duinen_BHM	121525	1018	2020-07-02	2020-07-02	51.32324757	3.15475871
IV2021011211462831	N2000meetnet_Duinen_BHM	121525	9	2020-07-02	2020-07-02	51.32324757	3.15475871
IV2021011211541635	N2000meetnet_Duinen_BHM	23221	1018	2020-07-03	2020-07-03	51.32572171	3.165513
IV2021011211591816	N2000meetnet_Duinen_BHM	23221	9	2020-07-03	2020-07-03	51.32572171	3.165513
IV2021011213305234	N2000meetnet_Duinen_BHM	3168949	1018	2020-07-03	2020-07-03	51.3256063	3.16755288
IV2021011213354985	N2000meetnet_Duinen_BHM	3168949	9	2020-07-03	2020-07-03	51.3256063	3.16755288
IV2021011213483112	N2000meetnet_Duinen_BHM	556341	1018	2020-07-06	2020-07-06	51.36119602	3.34306596
IV2021011213510362	N2000meetnet_Duinen_BHM	556341	9	2020-07-06	2020-07-06	51.36119602	3.34306596
IV2021011216211239	N2000meetnet_Duinen_BHM	32053	1018	2020-07-06	2020-07-06	51.36461702	3.34297042
IV2021011216244401	N2000meetnet_Duinen_BHM	32053	9	2020-07-06	2020-07-06	51.36461702	3.34297042
IV2021011216341755	N2000meetnet_Duinen_BHM	396597	1018	2020-07-06	2020-07-06	51.36524203	3.34527419
IV2021011308582384	N2000meetnet_Duinen_BHM	396597	9	2020-07-06	2020-07-06	51.36524203	3.34527419
IV2021011309125223	N2000meetnet_Duinen_BHM	425269	1018	2020-07-07	2020-07-07	51.36471033	3.35034023
IV2021011309183055	N2000meetnet_Duinen_BHM	425269	9	2020-07-07	2020-07-07	51.36471033	3.35034023
IV2021011309283422	N2000meetnet_Duinen_BHM	3141425	1018	2020-07-08	2020-07-08	51.13082081	2.69246912
IV2021011309304029	N2000meetnet_Duinen_BHM	3141425	9	2020-07-08	2020-07-08	51.13082081	2.69246912
IV2021011309484294	N2000meetnet_Duinen_BHM	ty_01	1018	2020-07-08	2020-07-08	51.13462044	2.68756622
IV2021011309504788	N2000meetnet_Duinen_BHM	ty_01	9	2020-07-08	2020-07-08	51.13462044	2.68756622
IV2021011310273149	N2000meetnet_Duinen_BHM	3796785	1018	2020-07-08	2020-07-08	51.13392553	2.68824215
IV2021011310410273	N2000meetnet_Duinen_BHM	3796785	9	2020-07-08	2020-07-08	51.13392553	2.68824215
IV2021011311172856	N2000meetnet_Duinen_BHM	61877	1018	2020-07-09	2020-07-09	51.31080555	3.1066399
IV2021011311205751	N2000meetnet_Duinen_BHM	61877	9	2020-07-09	2020-07-09	51.31080555	3.1066399
IV2021011312123392	N2000meetnet_Duinen_BHM	143797	1018	2020-07-09	2020-07-09	51.30968658	3.10279097
IV2021011312154589	N2000meetnet_Duinen_BHM	143797	9	2020-07-09	2020-07-09	51.30968658	3.10279097
IV2021011312210575	N2000meetnet_Duinen_BHM	64949	1018	2020-07-09	2020-07-09	51.29525302	3.07152439
IV2021011312254296	N2000meetnet_Duinen_BHM	64949	9	2020-07-09	2020-07-09	51.29525302	3.07152439
IV2021011313511379	N2000meetnet_Duinen_BHM	196021	1018	2020-07-09	2020-07-09	51.29580304	3.06921491
IV2021011314105671	N2000meetnet_Duinen_BHM	196021	9	2020-07-09	2020-07-09	51.29580304	3.06921491
IV2021011317421312	N2000meetnet_Duinen_BHM	51313	1018	2020-07-10	2020-07-10	51.26627643	3.00171509
IV2021011317445965	N2000meetnet_Duinen_BHM	51313	9	2020-07-10	2020-07-10	51.26627643	3.00171509
IV2021011317581609	N2000meetnet_Duinen_BHM	67697	1018	2020-07-10	2020-07-10	51.25688239	2.98548615
IV2021011318514943	N2000meetnet_Duinen_BHM	67697	9	2020-07-10	2020-07-10	51.25688239	2.98548615
IV2021011320130918	N2000meetnet_Duinen_BHM	2161	1018	2020-07-10	2020-07-10	51.25651967	2.97907854
IV2021011320162379	N2000meetnet_Duinen_BHM	2161	9	2020-07-10	2020-07-10	51.25651967	2.97907854
IV2021011321100760	N2000meetnet_Duinen_BHM	zw_08	1018	2020-07-11	2020-07-11	51.35450954	3.32899512
IV2021011321124506	N2000meetnet_Duinen_BHM	zw_08	9	2020-07-11	2020-07-11	51.35450954	3.32899512
IV2021011321285193	N2000meetnet_Duinen_BHM	120945	1018	2020-07-14	2020-07-14	51.2490919	2.95913109
IV2021011321315520	N2000meetnet_Duinen_BHM	120945	9	2020-07-14	2020-07-14	51.2490919	2.95913109
IV2021011321424591	N2000meetnet_Duinen_BHM	110705	1018	2020-07-14	2020-07-14	51.2434635	2.94555136
IV2021011321462517	N2000meetnet_Duinen_BHM	110705	9	2020-07-14	2020-07-14	51.2434635	2.94555136
IV2021011321523331	N2000meetnet_Duinen_BHM	192625	1018	2020-07-14	2020-07-14	51.24019519	2.93694344
IV2021011321561657	N2000meetnet_Duinen_BHM	192625	9	2020-07-14	2020-07-14	51.24019519	2.93694344
IV2021011409405597	N2000meetnet_Duinen_BHM	bd_13	1018	2020-07-14	2020-07-14	51.29402133	3.06851088
IV2021011409434206	N2000meetnet_Duinen_BHM	bd_13	9	2020-07-14	2020-07-14	51.29402133	3.06851088
IV2021011409540831	N2000meetnet_Duinen_BHM	110385	1018	2020-07-15	2020-07-15	51.12928289	2.70578432
IV2021011410061678	N2000meetnet_Moeras_BHM	2943734_7140_meso	9	2020-10-08	2020-10-08	51.20007226	4.94642531
IV2021011410265740	N2000meetnet_Moeras_BHM	4441846_7140_oli	1018	2020-10-08	2020-10-08	51.19989805	4.88547264
IV2021011410290050	N2000meetnet_Moeras_BHM	4441846_7140_oli	9	2020-10-08	2020-10-08	51.19989805	4.88547264
IV2021011411424030	N2000meetnet_Duinen_BHM	110385	9	2020-07-15	2020-07-15	51.12928289	2.70578432
IV2021011411563611	N2000meetnet_Duinen_BHM	1371953	1018	2020-07-15	2020-07-15	51.12919257	2.69938616
IV2021011412380930	N2000meetnet_Duinen_BHM	1371953	9	2020-07-15	2020-07-15	51.12919257	2.69938616
IV2021011413392661	N2000meetnet_Duinen_BHM	2420529	1018	2020-07-15	2020-07-15	51.1292055	2.70030018
IV2021011413414322	N2000meetnet_Duinen_BHM	2420529	9	2020-07-15	2020-07-15	51.1292055	2.70030018
IV2021011414082974	N2000meetnet_Duinen_BHM	1421105	1018	2020-07-15	2020-07-15	51.12980645	2.70210771
IV2021011414113050	N2000meetnet_Duinen_BHM	1421105	9	2020-07-15	2020-07-15	51.12980645	2.70210771
IV2021011414442175	N2000meetnet_Moeras_BHM	3411958_7140_meso	1018	2020-10-09	2020-10-09	51.26246878	4.92597063
IV2021011415163965	N2000meetnet_Duinen_BHM	1945393	1018	2020-07-15	2020-07-15	51.12952534	2.70257498
IV2021011415190633	N2000meetnet_Duinen_BHM	1945393	9	2020-07-15	2020-07-15	51.12952534	2.70257498
IV2021011415473427	N2000meetnet_Duinen_BHM	ca_10	1018	2020-07-16	2020-07-16	51.06556354	2.57647806
IV2021011415502665	N2000meetnet_Duinen_BHM	ca_10	9	2020-07-16	2020-07-16	51.06556354	2.57647806
IV2021011417560923	N2000meetnet_Duinen_BHM	385201	1018	2020-07-16	2020-07-16	51.0641469	2.58070899
IV2021011417592603	N2000meetnet_Duinen_BHM	385201	9	2020-07-16	2020-07-16	51.0641469	2.58070899
IV2021011420521383	N2000meetnet_Duinen_BHM	ca_11	1018	2020-07-16	2020-07-16	51.06431046	2.57654175
IV2021011420541030	N2000meetnet_Duinen_BHM	ca_11	9	2020-07-16	2020-07-16	51.06431046	2.57654175
IV2021011421011981	N2000meetnet_Duinen_BHM	ca_13	1018	2020-07-16	2020-07-16	51.06671505	2.58330066
IV2021011421031696	N2000meetnet_Duinen_BHM	ca_13	9	2020-07-16	2020-07-16	51.06671505	2.58330066
IV2021011421115160	N2000meetnet_Duinen_BHM	ca_09	1018	2020-07-16	2020-07-16	51.06633813	2.57615685
IV2021011421142186	N2000meetnet_Duinen_BHM	ca_09	9	2020-07-16	2020-07-16	51.06633813	2.57615685
IV2021011421243074	N2000meetnet_Duinen_BHM	975025	1018	2020-07-16	2020-07-16	51.06768842	2.58604826
IV2021011421263811	N2000meetnet_Duinen_BHM	975025	9	2020-07-16	2020-07-16	51.06768842	2.58604826
IV2021011421460959	N2000meetnet_Duinen_BHM	811185	1018	2020-07-17	2020-07-17	51.06864274	2.59142239
IV2021011421474427	N2000meetnet_Duinen_BHM	811185	9	2020-07-17	2020-07-17	51.06864274	2.59142239
IV2021011509552820	N2000meetnet_Duinen_BHM	ca_08	1018	2020-07-17	2020-07-17	51.06381127	2.57463407
IV2021011509585608	N2000meetnet_Duinen_BHM	ca_08	9	2020-07-17	2020-07-17	51.06381127	2.57463407
IV2021011510212832	N2000meetnet_Duinen_BHM	ca_01	1018	2020-07-17	2020-07-17	51.06288704	2.56367642
IV2021011510232253	N2000meetnet_Duinen_BHM	ca_01	9	2020-07-17	2020-07-17	51.06288704	2.56367642
IV2021011510375168	N2000meetnet_Duinen_BHM	4837553	1018	2020-07-17	2020-07-17	51.06100077	2.56256018
IV2021011510412835	N2000meetnet_Duinen_BHM	4837553	9	2020-07-17	2020-07-17	51.06100077	2.56256018
IV2021011511220174	N2000meetnet_Moeras_BHM	3411958_7140_meso	9	2020-10-09	2020-10-09	51.26246878	4.92597063
IV2021011511362765	N2000meetnet_Duinen_BHM	913585	1018	2020-07-17	2020-07-17	51.06112991	2.56998043
IV2021011511382024	N2000meetnet_Duinen_BHM	913585	9	2020-07-17	2020-07-17	51.06112991	2.56998043
IV2021011511481135	N2000meetnet_Duinen_BHM	966833	1018	2020-07-17	2020-07-17	51.06115357	2.57391494
IV2021011511501803	N2000meetnet_Duinen_BHM	966833	9	2020-07-17	2020-07-17	51.06115357	2.57391494
IV2021011511574673	N2000meetnet_Duinen_BHM	2057585	1018	2020-07-20	2020-07-20	51.20019395	2.84384082
IV2021011511595068	N2000meetnet_Duinen_BHM	2057585	9	2020-07-20	2020-07-20	51.20019395	2.84384082
IV2021011512105237	N2000meetnet_Duinen_BHM	380529	1018	2020-07-20	2020-07-20	51.19319649	2.82942139
IV2021011512133850	N2000meetnet_Duinen_BHM	380529	9	2020-07-20	2020-07-20	51.19319649	2.82942139
IV2021011512262706	N2000meetnet_Moeras_BHM	4495918_7140_oli	1018	2020-10-12	2020-10-12	51.33789528	5.02971682
IV2021011512435934	N2000meetnet_Moeras_BHM	4495918_7140_oli	9	2020-10-12	2020-10-12	51.33789528	5.02971682
IV2021011512570115	N2000meetnet_Moeras_BHM	3447342_7140_oli	1018	2020-10-12	2020-10-12	51.33761421	5.02787781
IV2021011513050017	N2000meetnet_Moeras_BHM	3447342_7140_oli	9	2020-10-12	2020-10-12	51.33761421	5.02787781
IV2021011513134385	N2000meetnet_Moeras_BHM	3185198_7140_oli	1018	2020-10-12	2020-10-12	51.33792273	5.02466653
IV2021011513264212	N2000meetnet_Moeras_BHM	3185198_7140_oli	9	2020-10-12	2020-10-12	51.33792273	5.02466653
