survey	recording_givid	layer_code	layer_description	layer_cover
N2000meetnet_Grasland_BHM	IV2021012615400469	NB	Naakte Bodem	50
N2000meetnet_Grasland_BHM	IV2021012615400469	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2021012615400469	STR	Strooisel	0
N2000meetnet_Grasland_BHM	IV2021012615442489	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2021012615442489	K	Kruidlaag	50
N2000meetnet_Grasland_BHM	IV2021012615442489	MO	Moslaag	0
N2000meetnet_Grasland_BHM	IV2021012615442489	NB	Naakte Bodem	50
N2000meetnet_Grasland_BHM	IV2021012615442489	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2021012615442489	STR	Strooisel	0
N2000meetnet_Grasland_BHM	IV2021012619242972	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2021012619242972	K	Kruidlaag	70
N2000meetnet_Grasland_BHM	IV2021012619242972	MO	Moslaag	3
N2000meetnet_Grasland_BHM	IV2021012619242972	NB	Naakte Bodem	30
N2000meetnet_Grasland_BHM	IV2021012619242972	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2021012619242972	STR	Strooisel	1
N2000meetnet_Grasland_BHM	IV2021012619312392	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2021012619312392	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2021012619312392	MO	Moslaag	5
N2000meetnet_Grasland_BHM	IV2021012619312392	NB	Naakte Bodem	20
N2000meetnet_Grasland_BHM	IV2021012619312392	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2021012619312392	STR	Strooisel	1
N2000meetnet_Grasland_BHM	IV2021012619414085	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2021012619414085	K	Kruidlaag	50
N2000meetnet_Grasland_BHM	IV2021012619414085	MO	Moslaag	0
N2000meetnet_Grasland_BHM	IV2021012619414085	NB	Naakte Bodem	50
N2000meetnet_Grasland_BHM	IV2021012619414085	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2021012619414085	STR	Strooisel	0
N2000meetnet_Grasland_BHM	IV2021012619472519	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2021012619472519	K	Kruidlaag	50
N2000meetnet_Grasland_BHM	IV2021012619472519	MO	Moslaag	0
N2000meetnet_Grasland_BHM	IV2021012619472519	NB	Naakte Bodem	50
N2000meetnet_Grasland_BHM	IV2021012619472519	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2021012619472519	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2021012811225646	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021012811225646	K	Kruidlaag	70
N2000meetnet_Duinen_BHM	IV2021012811225646	MO	Moslaag	90
N2000meetnet_Duinen_BHM	IV2021012811225646	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021012811225646	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021012811225646	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2021012812153975	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021012812153975	K	Kruidlaag	70
N2000meetnet_Duinen_BHM	IV2021012812153975	MO	Moslaag	90
N2000meetnet_Duinen_BHM	IV2021012812153975	NB	Naakte Bodem	3
N2000meetnet_Duinen_BHM	IV2021012812153975	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021012812153975	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2021012814220819	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021012814220819	K	Kruidlaag	70
N2000meetnet_Duinen_BHM	IV2021012814220819	MO	Moslaag	95
N2000meetnet_Duinen_BHM	IV2021012814220819	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021012814220819	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021012814220819	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2021012814304459	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021012814304459	K	Kruidlaag	30
N2000meetnet_Duinen_BHM	IV2021012814304459	MO	Moslaag	95
N2000meetnet_Duinen_BHM	IV2021012814304459	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021012814304459	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021012814304459	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2021012814423067	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021012814423067	K	Kruidlaag	40
N2000meetnet_Duinen_BHM	IV2021012814423067	MO	Moslaag	90
N2000meetnet_Duinen_BHM	IV2021012814423067	NB	Naakte Bodem	2
N2000meetnet_Duinen_BHM	IV2021012814423067	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021012814423067	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2021012815174568	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021012815174568	K	Kruidlaag	98
N2000meetnet_Duinen_BHM	IV2021012815174568	MO	Moslaag	50
N2000meetnet_Duinen_BHM	IV2021012815174568	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021012815174568	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021012815174568	STR	Strooisel	0
N2000meetnet_Moeras_BHM	IV2021012815295167	B	Boomlaag	0
N2000meetnet_Moeras_BHM	IV2021012815295167	K	Kruidlaag	80
N2000meetnet_Moeras_BHM	IV2021012815295167	MO	Moslaag	60
N2000meetnet_Moeras_BHM	IV2021012815295167	NB	Naakte Bodem	5
N2000meetnet_Moeras_BHM	IV2021012815295167	S	Struiklaag	0
N2000meetnet_Moeras_BHM	IV2021012815295167	STR	Strooisel	60
N2000meetnet_Moeras_BHM	IV2021012815431028	B	Boomlaag	0
N2000meetnet_Moeras_BHM	IV2021012815431028	K	Kruidlaag	80
N2000meetnet_Moeras_BHM	IV2021012815431028	MO	Moslaag	40
N2000meetnet_Moeras_BHM	IV2021012815431028	NB	Naakte Bodem	0
N2000meetnet_Moeras_BHM	IV2021012815431028	S	Struiklaag	0
N2000meetnet_Moeras_BHM	IV2021012815431028	STR	Strooisel	60
N2000meetnet_Moeras_BHM	IV2021012815483282	B	Boomlaag	0
N2000meetnet_Moeras_BHM	IV2021012815483282	K	Kruidlaag	50
N2000meetnet_Moeras_BHM	IV2021012815483282	MO	Moslaag	90
N2000meetnet_Moeras_BHM	IV2021012815483282	NB	Naakte Bodem	0
N2000meetnet_Moeras_BHM	IV2021012815483282	S	Struiklaag	0
N2000meetnet_Moeras_BHM	IV2021012815483282	STR	Strooisel	5
N2000meetnet_Moeras_BHM	IV2021012815552609	B	Boomlaag	0
N2000meetnet_Moeras_BHM	IV2021012815552609	K	Kruidlaag	30
N2000meetnet_Moeras_BHM	IV2021012815552609	MO	Moslaag	95
N2000meetnet_Moeras_BHM	IV2021012815552609	NB	Naakte Bodem	0
N2000meetnet_Moeras_BHM	IV2021012815552609	S	Struiklaag	0
N2000meetnet_Moeras_BHM	IV2021012815552609	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2021012912113932	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021012912113932	S	Struiklaag	5
N2000meetnet_Duinen_BHM	IV2021012912164517	K	Kruidlaag	98
N2000meetnet_Duinen_BHM	IV2021012912164517	MO	Moslaag	98
N2000meetnet_Duinen_BHM	IV2021012912164517	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021012912164517	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021012912164517	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2021012918041681	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021012918041681	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021012918061488	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021012918061488	K	Kruidlaag	90
N2000meetnet_Duinen_BHM	IV2021012918061488	MO	Moslaag	4
N2000meetnet_Duinen_BHM	IV2021012918061488	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021012918061488	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021012918061488	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2021020122134201	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020122134201	K	Kruidlaag	50
N2000meetnet_Duinen_BHM	IV2021020122134201	MO	Moslaag	30
N2000meetnet_Duinen_BHM	IV2021020122134201	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021020122134201	S	Struiklaag	50
N2000meetnet_Duinen_BHM	IV2021020122134201	STR	Strooisel	70
N2000meetnet_Duinen_BHM	IV2021020122272226	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020122272226	K	Kruidlaag	90
N2000meetnet_Duinen_BHM	IV2021020122272226	MO	Moslaag	90
N2000meetnet_Duinen_BHM	IV2021020122272226	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021020122272226	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020122272226	STR	Strooisel	3
N2000meetnet_Duinen_BHM	IV2021020209412979	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020209412979	K	Kruidlaag	70
N2000meetnet_Duinen_BHM	IV2021020209412979	MO	Moslaag	20
N2000meetnet_Duinen_BHM	IV2021020209412979	NB	Naakte Bodem	2
N2000meetnet_Duinen_BHM	IV2021020209412979	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2021020209412979	STR	Strooisel	20
N2000meetnet_Duinen_BHM	IV2021020310360704	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020310360704	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020311125571	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020311125571	K	Kruidlaag	98
N2000meetnet_Duinen_BHM	IV2021020311125571	MO	Moslaag	50
N2000meetnet_Duinen_BHM	IV2021020311125571	NB	Naakte Bodem	2
N2000meetnet_Duinen_BHM	IV2021020311125571	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020311125571	STR	Strooisel	80
N2000meetnet_Duinen_BHM	IV2021020311555972	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020311555972	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020312011653	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020312011653	K	Kruidlaag	90
N2000meetnet_Duinen_BHM	IV2021020312011653	MO	Moslaag	4
N2000meetnet_Duinen_BHM	IV2021020312011653	NB	Naakte Bodem	5
N2000meetnet_Duinen_BHM	IV2021020312011653	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020312011653	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2021020312441990	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020312441990	S	Struiklaag	70
N2000meetnet_Duinen_BHM	IV2021020313074317	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020313074317	K	Kruidlaag	95
N2000meetnet_Duinen_BHM	IV2021020313074317	MO	Moslaag	50
N2000meetnet_Duinen_BHM	IV2021020313074317	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021020313074317	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2021020313074317	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2021020315180623	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020315180623	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2021020315325351	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020315325351	K	Kruidlaag	70
N2000meetnet_Duinen_BHM	IV2021020315325351	MO	Moslaag	90
N2000meetnet_Duinen_BHM	IV2021020315325351	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021020315325351	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2021020315325351	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2021020318044186	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020318044186	S	Struiklaag	70
N2000meetnet_Duinen_BHM	IV2021020318085555	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020318085555	K	Kruidlaag	95
N2000meetnet_Duinen_BHM	IV2021020318085555	MO	Moslaag	30
N2000meetnet_Duinen_BHM	IV2021020318085555	NB	Naakte Bodem	1
N2000meetnet_Duinen_BHM	IV2021020318085555	S	Struiklaag	70
N2000meetnet_Duinen_BHM	IV2021020318085555	STR	Strooisel	10
N2000meetnet_Duinen_BHM	IV2021020812015021	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020812015021	S	Struiklaag	5
N2000meetnet_Duinen_BHM	IV2021020812040795	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020812040795	K	Kruidlaag	0
N2000meetnet_Duinen_BHM	IV2021020812040795	MO	Moslaag	2
N2000meetnet_Duinen_BHM	IV2021020812040795	NB	Naakte Bodem	30
N2000meetnet_Duinen_BHM	IV2021020812040795	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020812040795	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2021020812481017	B	Boomlaag	1
N2000meetnet_Duinen_BHM	IV2021020812481017	S	Struiklaag	99
N2000meetnet_Duinen_BHM	IV2021020812520105	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020812520105	K	Kruidlaag	80
N2000meetnet_Duinen_BHM	IV2021020812520105	MO	Moslaag	80
N2000meetnet_Duinen_BHM	IV2021020812520105	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021020812520105	S	Struiklaag	95
N2000meetnet_Duinen_BHM	IV2021020812520105	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2021020813375412	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020813375412	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2021020813433421	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020813433421	K	Kruidlaag	10
N2000meetnet_Duinen_BHM	IV2021020813433421	MO	Moslaag	4
N2000meetnet_Duinen_BHM	IV2021020813433421	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021020813433421	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2021020813433421	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2021020816225981	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020816225981	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2021020816253345	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020816253345	K	Kruidlaag	50
N2000meetnet_Duinen_BHM	IV2021020816253345	MO	Moslaag	25
N2000meetnet_Duinen_BHM	IV2021020816253345	NB	Naakte Bodem	5
N2000meetnet_Duinen_BHM	IV2021020816253345	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2021020816253345	STR	Strooisel	20
N2000meetnet_Duinen_BHM	IV2021020816370382	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020816370382	S	Struiklaag	10
N2000meetnet_Duinen_BHM	IV2021020816390743	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020816390743	K	Kruidlaag	70
N2000meetnet_Duinen_BHM	IV2021020816390743	MO	Moslaag	70
N2000meetnet_Duinen_BHM	IV2021020816390743	NB	Naakte Bodem	10
N2000meetnet_Duinen_BHM	IV2021020816390743	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020816390743	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2021020816560097	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020816560097	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2021020816583704	K	Kruidlaag	70
N2000meetnet_Duinen_BHM	IV2021020816583704	MO	Moslaag	60
N2000meetnet_Duinen_BHM	IV2021020816583704	NB	Naakte Bodem	1
N2000meetnet_Duinen_BHM	IV2021020816583704	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2021020816583704	STR	Strooisel	3
N2000meetnet_Duinen_BHM	IV2021020910155441	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020910155441	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2021020910185430	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020910185430	K	Kruidlaag	40
N2000meetnet_Duinen_BHM	IV2021020910185430	MO	Moslaag	30
N2000meetnet_Duinen_BHM	IV2021020910185430	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021020910185430	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2021020910185430	STR	Strooisel	50
N2000meetnet_Duinen_BHM	IV2021020911000800	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020911000800	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020911020461	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020911020461	K	Kruidlaag	95
N2000meetnet_Duinen_BHM	IV2021020911020461	MO	Moslaag	5
N2000meetnet_Duinen_BHM	IV2021020911020461	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021020911020461	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020911020461	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2021020911184688	B	Boomlaag	30
N2000meetnet_Duinen_BHM	IV2021020911184688	S	Struiklaag	5
N2000meetnet_Duinen_BHM	IV2021020911210746	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020911210746	K	Kruidlaag	40
N2000meetnet_Duinen_BHM	IV2021020911210746	MO	Moslaag	30
N2000meetnet_Duinen_BHM	IV2021020911210746	NB	Naakte Bodem	25
N2000meetnet_Duinen_BHM	IV2021020911210746	S	Struiklaag	15
N2000meetnet_Duinen_BHM	IV2021020911210746	STR	Strooisel	10
N2000meetnet_Duinen_BHM	IV2021020912560994	B	Boomlaag	90
N2000meetnet_Duinen_BHM	IV2021020912560994	S	Struiklaag	5
N2000meetnet_Duinen_BHM	IV2021020913072938	B	Boomlaag	95
N2000meetnet_Duinen_BHM	IV2021020913072938	K	Kruidlaag	10
N2000meetnet_Duinen_BHM	IV2021020913072938	MO	Moslaag	1
N2000meetnet_Duinen_BHM	IV2021020913072938	NB	Naakte Bodem	30
N2000meetnet_Duinen_BHM	IV2021020913072938	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020913072938	STR	Strooisel	60
N2000meetnet_Duinen_BHM	IV2021020913215942	B	Boomlaag	90
N2000meetnet_Duinen_BHM	IV2021020913215942	S	Struiklaag	5
N2000meetnet_Duinen_BHM	IV2021020913245178	B	Boomlaag	80
N2000meetnet_Duinen_BHM	IV2021020913245178	K	Kruidlaag	2
N2000meetnet_Duinen_BHM	IV2021020913245178	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2021020913245178	NB	Naakte Bodem	10
N2000meetnet_Duinen_BHM	IV2021020913245178	S	Struiklaag	10
N2000meetnet_Duinen_BHM	IV2021020913245178	STR	Strooisel	80
N2000meetnet_Duinen_BHM	IV2021020913514220	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020913514220	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2021020914032298	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020914032298	K	Kruidlaag	60
N2000meetnet_Duinen_BHM	IV2021020914032298	MO	Moslaag	20
N2000meetnet_Duinen_BHM	IV2021020914032298	NB	Naakte Bodem	2
N2000meetnet_Duinen_BHM	IV2021020914032298	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2021020914032298	STR	Strooisel	30
N2000meetnet_Duinen_BHM	IV2021020914291444	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020914291444	S	Struiklaag	20
N2000meetnet_Duinen_BHM	IV2021020914425657	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020914425657	K	Kruidlaag	90
N2000meetnet_Duinen_BHM	IV2021020914425657	MO	Moslaag	70
N2000meetnet_Duinen_BHM	IV2021020914425657	NB	Naakte Bodem	2
N2000meetnet_Duinen_BHM	IV2021020914425657	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020914425657	STR	Strooisel	2
N2000meetnet_Duinen_BHM	IV2021020915334073	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020915334073	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020915383240	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020915383240	K	Kruidlaag	95
N2000meetnet_Duinen_BHM	IV2021020915383240	MO	Moslaag	10
N2000meetnet_Duinen_BHM	IV2021020915383240	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021020915383240	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020915383240	STR	Strooisel	2
N2000meetnet_Duinen_BHM	IV2021020915562064	B	Boomlaag	20
N2000meetnet_Duinen_BHM	IV2021020915562064	S	Struiklaag	10
N2000meetnet_Duinen_BHM	IV2021020916425718	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021020916425718	K	Kruidlaag	90
N2000meetnet_Duinen_BHM	IV2021020916425718	MO	Moslaag	30
N2000meetnet_Duinen_BHM	IV2021020916425718	NB	Naakte Bodem	1
N2000meetnet_Duinen_BHM	IV2021020916425718	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021020916425718	STR	Strooisel	2
N2000meetnet_Duinen_BHM	IV2021021017234254	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021017234254	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021021017253747	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021017253747	K	Kruidlaag	100
N2000meetnet_Duinen_BHM	IV2021021017253747	MO	Moslaag	70
N2000meetnet_Duinen_BHM	IV2021021017253747	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021021017253747	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021021017253747	STR	Strooisel	1
N2000meetnet_Duinen_BHM	IV2021021116214310	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021116214310	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021021117221269	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021117221269	K	Kruidlaag	90
N2000meetnet_Duinen_BHM	IV2021021117221269	MO	Moslaag	40
N2000meetnet_Duinen_BHM	IV2021021117221269	NB	Naakte Bodem	1
N2000meetnet_Duinen_BHM	IV2021021117221269	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021021117221269	STR	Strooisel	2
N2000meetnet_Duinen_BHM	IV2021021118354522	B	Boomlaag	95
N2000meetnet_Duinen_BHM	IV2021021118354522	S	Struiklaag	45
N2000meetnet_Duinen_BHM	IV2021021208503675	B	Boomlaag	95
N2000meetnet_Duinen_BHM	IV2021021208503675	K	Kruidlaag	20
N2000meetnet_Duinen_BHM	IV2021021208503675	MO	Moslaag	3
N2000meetnet_Duinen_BHM	IV2021021208503675	NB	Naakte Bodem	1
N2000meetnet_Duinen_BHM	IV2021021208503675	S	Struiklaag	40
N2000meetnet_Duinen_BHM	IV2021021208503675	STR	Strooisel	95
N2000meetnet_Duinen_BHM	IV2021021215555995	B	Boomlaag	30
N2000meetnet_Duinen_BHM	IV2021021215555995	S	Struiklaag	50
N2000meetnet_Duinen_BHM	IV2021021217063708	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021217063708	K	Kruidlaag	95
N2000meetnet_Duinen_BHM	IV2021021217063708	MO	Moslaag	90
N2000meetnet_Duinen_BHM	IV2021021217063708	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021021217063708	S	Struiklaag	20
N2000meetnet_Duinen_BHM	IV2021021217063708	STR	Strooisel	60
N2000meetnet_Duinen_BHM	IV2021021219574997	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021219574997	K	Kruidlaag	60
N2000meetnet_Duinen_BHM	IV2021021219574997	MO	Moslaag	95
N2000meetnet_Duinen_BHM	IV2021021219574997	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021021219574997	S	Struiklaag	40
N2000meetnet_Duinen_BHM	IV2021021219574997	STR	Strooisel	10
N2000meetnet_Duinen_BHM	IV2021021220114269	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021220114269	K	Kruidlaag	30
N2000meetnet_Duinen_BHM	IV2021021220114269	MO	Moslaag	60
N2000meetnet_Duinen_BHM	IV2021021220114269	NB	Naakte Bodem	25
N2000meetnet_Duinen_BHM	IV2021021220114269	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021021220114269	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2021021516334763	B	Boomlaag	5
N2000meetnet_Duinen_BHM	IV2021021516334763	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2021021516522470	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021516522470	K	Kruidlaag	30
N2000meetnet_Duinen_BHM	IV2021021516522470	MO	Moslaag	40
N2000meetnet_Duinen_BHM	IV2021021516522470	NB	Naakte Bodem	5
N2000meetnet_Duinen_BHM	IV2021021516522470	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2021021516522470	STR	Strooisel	30
N2000meetnet_Duinen_BHM	IV2021021616014407	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021616014407	K	Kruidlaag	50
N2000meetnet_Duinen_BHM	IV2021021616014407	MO	Moslaag	90
N2000meetnet_Duinen_BHM	IV2021021616014407	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021021616014407	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021021616014407	STR	Strooisel	3
N2000meetnet_Duinen_BHM	IV2021021616150916	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021616150916	K	Kruidlaag	40
N2000meetnet_Duinen_BHM	IV2021021616150916	MO	Moslaag	75
N2000meetnet_Duinen_BHM	IV2021021616150916	NB	Naakte Bodem	10
N2000meetnet_Duinen_BHM	IV2021021616150916	S	Struiklaag	1
N2000meetnet_Duinen_BHM	IV2021021616150916	STR	Strooisel	20
N2000meetnet_Duinen_BHM	IV2021021812391093	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021812391093	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021021812420586	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021812420586	K	Kruidlaag	75
N2000meetnet_Duinen_BHM	IV2021021812420586	MO	Moslaag	95
N2000meetnet_Duinen_BHM	IV2021021812420586	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021021812420586	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021021812420586	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2021021814202479	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021814202479	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021021814243054	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021814243054	K	Kruidlaag	99
N2000meetnet_Duinen_BHM	IV2021021814243054	MO	Moslaag	4
N2000meetnet_Duinen_BHM	IV2021021814243054	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2021021814243054	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021021814243054	STR	Strooisel	1
N2000meetnet_Duinen_BHM	IV2021021814592119	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021814592119	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2021021815005509	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2021021815005509	K	Kruidlaag	45
N2000meetnet_Duinen_BHM	IV2021021815005509	MO	Moslaag	50
N2000meetnet_Duinen_BHM	IV2021021815005509	NB	Naakte Bodem	5
N2000meetnet_Duinen_BHM	IV2021021815005509	S	Struiklaag	0
