"";"ID";"Criterium";"Indicator";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid"
"1971";"IV2023082111281651";"Structuur";"horizontale structuur";"bedekking kranswieren";"0";"Percentage";NA;"%"
"1972";"IV2023082111281651";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"7";"Percentage";NA;"%"
"1973";"IV2023082111281651";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"0";"Percentage";NA;"%"
"1974";"IV2023082111315025";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1975";"IV2023082111315025";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1976";"IV2023082111315025";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1977";"IV2023082111315025";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1978";"IV2023082111315025";"Structuur";"horizontale structuur";"bedekking kranswieren";"0.5";"Percentage";NA;"%"
"1979";"IV2023082111315025";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1980";"IV2023082111315025";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"5";"Percentage";NA;"%"
"1981";"IV2023082111351535";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1982";"IV2023082111351535";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"1";"Percentage";NA;"%"
"1983";"IV2023082111351535";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1984";"IV2023082111351535";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1985";"IV2023082111351535";"Structuur";"horizontale structuur";"bedekking kranswieren";"0";"Percentage";NA;"%"
"1986";"IV2023082111351535";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"30";"Percentage";NA;"%"
"1987";"IV2023082111351535";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"5";"Percentage";NA;"%"
"1988";"IV2023082111375865";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1989";"IV2023082111375865";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1990";"IV2023082111375865";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1991";"IV2023082111375865";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1992";"IV2023082111375865";"Structuur";"horizontale structuur";"bedekking kranswieren";"15";"Percentage";NA;"%"
"1993";"IV2023082111375865";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0.5";"Percentage";NA;"%"
"1994";"IV2023082111375865";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"16";"Percentage";NA;"%"
"1995";"IV2023082111404847";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1996";"IV2023082111404847";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1997";"IV2023082111404847";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1998";"IV2023082111404847";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"1";"Percentage";NA;"%"
"1999";"IV2023082111404847";"Structuur";"horizontale structuur";"bedekking kranswieren";"8";"Percentage";NA;"%"
"2000";"IV2023082111404847";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0.5";"Percentage";NA;"%"
"2001";"IV2023082111404847";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"10";"Percentage";NA;"%"
"2002";"IV2023082413413921";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"2003";"IV2023082413413921";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"2004";"IV2023082413413921";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2005";"IV2023082413413921";"Verstoring";"verzuring";"bedekking verzuring";"50";"Percentage";NA;"%"
"2006";"IV2023082413423805";"Structuur";"verticale structuur";"bedekking helofyten";"10";"Percentage";NA;"%"
"2007";"IV2023082413423805";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"20";"Percentage";NA;"%"
"2008";"IV2023082413423805";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2009";"IV2023082413423805";"Verstoring";"verzuring";"bedekking verzuring";"35";"Percentage";NA;"%"
"2010";"IV2023083109032178";"Structuur";"verticale structuur";"bedekking helofyten";"50";"Percentage";NA;"%"
"2011";"IV2023083109032178";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"50";"Percentage";NA;"%"
"2012";"IV2023083109032178";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2013";"IV2023083109032178";"Verstoring";"verzuring";"bedekking verzuring";"60";"Percentage";NA;"%"
"2014";"IV2023083109223750";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"50";"Percentage";NA;"%"
"2015";"IV2023083109223750";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2016";"IV2023083109223750";"Verstoring";"verzuring";"bedekking verzuring";"10";"Percentage";NA;"%"
"2017";"IV2023112914101130";"Structuur";"verticale structuur";"bedekking helofyten";"1";"Percentage";NA;"%"
"2018";"IV2023112914101130";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"2019";"IV2023112914101130";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2020";"IV2023112914101130";"Verstoring";"verzuring";"bedekking verzuring";"5";"Percentage";NA;"%"
"2021";"IV2023112914403467";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"2022";"IV2023112914403467";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2023";"IV2023112914403467";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"2024";"IV2024011111212549";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"2025";"IV2024011111212549";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"2026";"IV2024011111212549";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"2027";"IV2024011214271339";"Structuur";"verticale structuur";"bedekking helofyten";"35";"Percentage";NA;"%"
"2028";"IV2024011214271339";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"2029";"IV2024011214271339";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2030";"IV2024011615375072";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"2031";"IV2024011615375072";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"2032";"IV2024011615375072";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"2033";"IV2024011616134474";"Structuur";"verticale structuur";"bedekking helofyten";"1";"Percentage";NA;"%"
"2034";"IV2024011616134474";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"2035";"IV2024011616134474";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"2036";"IV2024011616134474";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"2037";"IV2024011616290864";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"2038";"IV2024011616290864";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"2039";"IV2024011616290864";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"70";"Percentage";NA;"%"
"2040";"IV2024011616290864";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"2041";"IV2024011617081713";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"2";"Percentage";NA;"%"
"2042";"IV2024011617081713";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2043";"IV2024011617081713";"Verstoring";"verzuring";"bedekking verzuring";"7";"Percentage";NA;"%"
"2044";"IV2024011710122457";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"2";"Percentage";NA;"%"
"2045";"IV2024011710122457";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2046";"IV2024011710122457";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"1";"Percentage";NA;"%"
"2047";"IV2024011710122457";"Verstoring";"verzuring";"bedekking verzuring";"7";"Percentage";NA;"%"
"2048";"IV2024011713062687";"Structuur";"verticale structuur";"bedekking helofyten";"70";"Percentage";NA;"%"
"2049";"IV2024011713062687";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"75";"Percentage";NA;"%"
"2050";"IV2024011713062687";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"1";"Percentage";NA;"%"
"2051";"IV2024011713062687";"Verstoring";"verzuring";"bedekking verzuring";"1";"Percentage";NA;"%"
"2052";"IV2024011716321225";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"75";"Percentage";NA;"%"
"2053";"IV2024011716321225";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"1";"Percentage";NA;"%"
"2054";"IV2024011716321225";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"80";"Percentage";NA;"%"
"2055";"IV2024011716321225";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"2056";"IV2024050616130872";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"2057";"IV2024050616130872";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"5";"Percentage";NA;"%"
"2058";"IV2024050616130872";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"10";"Percentage";NA;"%"
"2059";"IV2024050616130872";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2060";"IV2024050616130872";"Structuur";"horizontale structuur";"bedekking kranswieren";"0";"Percentage";NA;"%"
"2061";"IV2024050616130872";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"2062";"IV2024050616130872";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"0";"Percentage";NA;"%"
"2063";"IV2024050616240042";"Structuur";"verbossing";"bedekking verbossing";"1";"Percentage";NA;"%"
"2064";"IV2024050616240042";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"2";"Percentage";NA;"%"
"2065";"IV2024050616240042";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"2066";"IV2024050616240042";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2067";"IV2024050616240042";"Structuur";"horizontale structuur";"bedekking kranswieren";"0";"Percentage";NA;"%"
"2068";"IV2024050616240042";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"10";"Percentage";NA;"%"
"2069";"IV2024050616240042";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"75";"Percentage";NA;"%"
"2070";"IV2024050616295201";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"2071";"IV2024050616295201";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"2072";"IV2024050616295201";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"2073";"IV2024050616295201";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2074";"IV2024050616295201";"Structuur";"horizontale structuur";"bedekking kranswieren";"75";"Percentage";NA;"%"
"2075";"IV2024050616295201";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0.5";"Percentage";NA;"%"
"2076";"IV2024050616295201";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"75";"Percentage";NA;"%"
"2077";"IV2024050816160732";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"2078";"IV2024050816160732";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"2079";"IV2024050816160732";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"2080";"IV2024050816160732";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2081";"IV2024050816160732";"Structuur";"horizontale structuur";"bedekking kranswieren";"0.5";"Percentage";NA;"%"
"2082";"IV2024050816160732";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0.5";"Percentage";NA;"%"
"2083";"IV2024050816160732";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"0.5";"Percentage";NA;"%"
"2084";"IV2024050817015004";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"2085";"IV2024050817015004";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"2086";"IV2024050817015004";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"2087";"IV2024050817015004";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2088";"IV2024050817015004";"Structuur";"horizontale structuur";"bedekking kranswieren";"0";"Percentage";NA;"%"
"2089";"IV2024050817015004";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"2090";"IV2024050817015004";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"0";"Percentage";NA;"%"
"2091";"IV2024050817072878";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"2092";"IV2024050817072878";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"2093";"IV2024050817072878";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"2094";"IV2024050817072878";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2095";"IV2024050817072878";"Structuur";"horizontale structuur";"bedekking kranswieren";"0.5";"Percentage";NA;"%"
"2096";"IV2024050817072878";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"2097";"IV2024050817072878";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"0.5";"Percentage";NA;"%"
"2098";"IV2024050817180034";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"2099";"IV2024050817180034";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"2100";"IV2024050817180034";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"2101";"IV2024050817180034";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2102";"IV2024050817180034";"Structuur";"horizontale structuur";"bedekking kranswieren";"20";"Percentage";NA;"%"
"2103";"IV2024050817180034";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"2104";"IV2024050817180034";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"50";"Percentage";NA;"%"
"2105";"IV2024050817361534";"Structuur";"verbossing";"bedekking verbossing";"5";"Percentage";NA;"%"
"2106";"IV2024050817361534";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"2107";"IV2024050817361534";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"2108";"IV2024050817361534";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2109";"IV2024050817361534";"Structuur";"horizontale structuur";"bedekking kranswieren";"90";"Percentage";NA;"%"
"2110";"IV2024050817361534";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"15";"Percentage";NA;"%"
"2111";"IV2024050817361534";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"95";"Percentage";NA;"%"
"2112";"IV2024050817505134";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"2113";"IV2024050817505134";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"2114";"IV2024050817505134";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"2115";"IV2024050817505134";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2116";"IV2024050817505134";"Structuur";"horizontale structuur";"bedekking kranswieren";"0.5";"Percentage";NA;"%"
"2117";"IV2024050817505134";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"30";"Percentage";NA;"%"
"2118";"IV2024050817505134";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"0.5";"Percentage";NA;"%"
"2119";"IV2024051511300735";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"2120";"IV2024051511300735";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"2121";"IV2024051511300735";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"2122";"IV2024051511300735";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"2123";"IV2024051511300735";"Structuur";"horizontale structuur";"bedekking kranswieren";"0";"Percentage";NA;"%"
"2124";"IV2024051511300735";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"60";"Percentage";NA;"%"
"2125";"IV2024051511300735";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"0";"Percentage";NA;"%"
"2126";"IV2024051511362894";"Structuur";"verbossing";"bedekking verbossing";"10";"Percentage";NA;"%"
"2127";"IV2024051511362894";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
