"";"survey";"recording_givid";"user_reference";"var_code";"var";"value";"value_description";"value_numeric";"is_below_LOQ";"is_above_LOQ";"is_numeric";"unit"
"5080";"HT31xx_LSVI_StilstaandeWateren";"IV2018091011515161";"LI_MLV_014_3130n_18";"Schom";"schommeling winter/zomer";"0,45";NA;0,45;FALSE;FALSE;TRUE;"m"
"5081";"HT31xx_LSVI_StilstaandeWateren";"IV2018091014594933";"AN_ENK_002_3130a_18";"Seccd";"diepte van secchibepaling";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5082";"HT31xx_LSVI_StilstaandeWateren";"IV2018091014594933";"AN_ENK_002_3130a_18";"Secch";"secchi-diepte";"0,26";NA;0,26;FALSE;FALSE;TRUE;"m"
"5083";"HT31xx_LSVI_StilstaandeWateren";"IV2018091014594933";"AN_ENK_002_3130a_18";"Helo";"bedekking helofyten";"40";NA;40;FALSE;FALSE;TRUE;"%"
"5084";"HT31xx_LSVI_StilstaandeWateren";"IV2018091014594933";"AN_ENK_002_3130a_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5085";"HT31xx_LSVI_StilstaandeWateren";"IV2018091015012343";"AN_ENK_002_3160_18";"Secch";"secchi-diepte";"0,26";NA;0,26;FALSE;FALSE;TRUE;"m"
"5086";"HT31xx_LSVI_StilstaandeWateren";"IV2018091015012343";"AN_ENK_002_3160_18";"Seccd";"diepte van secchibepaling";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5087";"HT31xx_LSVI_StilstaandeWateren";"IV2018091015012343";"AN_ENK_002_3160_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5088";"HT31xx_LSVI_StilstaandeWateren";"IV2018091107504655";"AN_ENK_001_3160_18";"Seccd";"diepte van secchibepaling";"0,70";NA;0,7;FALSE;FALSE;TRUE;"m"
"5089";"HT31xx_LSVI_StilstaandeWateren";"IV2018091107504655";"AN_ENK_001_3160_18";"Secch";"secchi-diepte";"0,35";NA;0,35;FALSE;FALSE;TRUE;"m"
"5090";"HT31xx_LSVI_StilstaandeWateren";"IV2018091107504655";"AN_ENK_001_3160_18";"Schom";"schommeling winter/zomer";"0,45";NA;0,45;FALSE;FALSE;TRUE;"m"
"5091";"HT31xx_LSVI_StilstaandeWateren";"IV2018091108383153";"LI_MLV_011_3130n_18";"Secch";"secchi-diepte";"0,03";NA;0,03;FALSE;FALSE;TRUE;"m"
"5092";"HT31xx_LSVI_StilstaandeWateren";"IV2018091108383153";"LI_MLV_011_3130n_18";"Seccd";"diepte van secchibepaling";"0,85";NA;0,85;FALSE;FALSE;TRUE;"m"
"5093";"HT31xx_LSVI_StilstaandeWateren";"IV2018091108383153";"LI_MLV_011_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"2";NA;2;FALSE;FALSE;TRUE;"%"
"5094";"HT31xx_LSVI_StilstaandeWateren";"IV2018091108383153";"LI_MLV_011_3130n_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5095";"HT31xx_LSVI_StilstaandeWateren";"IV2018091112013619";"VB_KOR_001_3150_18";"Seccd";"diepte van secchibepaling";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5096";"HT31xx_LSVI_StilstaandeWateren";"IV2018091112013619";"VB_KOR_001_3150_18";"Secch";"secchi-diepte";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5097";"HT31xx_LSVI_StilstaandeWateren";"IV2018091112013619";"VB_KOR_001_3150_18";"Helo";"bedekking helofyten";"3";NA;3;FALSE;FALSE;TRUE;"%"
"5098";"HT31xx_LSVI_StilstaandeWateren";"IV2018091112013619";"VB_KOR_001_3150_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5099";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"LI_JUF_001_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"0";NA;0;FALSE;FALSE;TRUE;"%"
"5100";"HT31xx_LSVI_StilstaandeWateren";"IV2018091310241016";"LI_JUF_001_3130n_18";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5101";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"LI_JUF_001_3130a_18";"Seccd";"diepte van secchibepaling";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5102";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"LI_JUF_001_3130a_18";"Secch";"secchi-diepte";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5103";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"LI_JUF_001_3130a_18";"Helo";"bedekking helofyten";"20";NA;20;FALSE;FALSE;TRUE;"%"
"5104";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311143990";"LI_JUF_001_3130a_18";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5105";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311180061";"WV_KPV_001_3150_17";"Secch";"secchi-diepte";"0,70";NA;0,7;FALSE;FALSE;TRUE;"m"
"5106";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311180061";"WV_KPV_001_3150_17";"Seccd";"diepte van secchibepaling";"0,70";NA;0,7;FALSE;FALSE;TRUE;"m"
"5107";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311180061";"WV_KPV_001_3150_17";"Helo";"bedekking helofyten";"60";NA;60;FALSE;FALSE;TRUE;"%"
"5108";"HT31xx_LSVI_StilstaandeWateren";"IV2018091311180061";"WV_KPV_001_3150_17";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5109";"HT31xx_LSVI_StilstaandeWateren";"IV2018091413035960";"OV_FON_002_3140_17";"Seccd";"diepte van secchibepaling";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"5110";"HT31xx_LSVI_StilstaandeWateren";"IV2018091413035960";"OV_FON_002_3140_17";"Secch";"secchi-diepte";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"5111";"HT31xx_LSVI_StilstaandeWateren";"IV2018091413035960";"OV_FON_002_3140_17";"Helo";"bedekking helofyten";"8";NA;8;FALSE;FALSE;TRUE;"%"
"5112";"HT31xx_LSVI_StilstaandeWateren";"IV2018091413035960";"OV_FON_002_3140_17";"Schom";"schommeling winter/zomer";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"5113";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"AN_ARE_001_3130a_18";"Seccd";"diepte van secchibepaling";"14,00";NA;14;FALSE;FALSE;TRUE;"m"
"5114";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"AN_ARE_001_3130a_18";"Secch";"secchi-diepte";"6,50";NA;6,5;FALSE;FALSE;TRUE;"m"
"5115";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"AN_ARE_001_3130a_18";"Helo";"bedekking helofyten";"1";NA;1;FALSE;FALSE;TRUE;"%"
"5116";"HT31xx_LSVI_StilstaandeWateren";"IV2018101005532264";"AN_ARE_001_3130a_18";"Schom";"schommeling winter/zomer";"0,05";NA;0,05;FALSE;FALSE;TRUE;"m"
"5117";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"AN_ARE_001_3130n_18";"Secch";"secchi-diepte";"6,50";NA;6,5;FALSE;FALSE;TRUE;"m"
"5118";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"AN_ARE_001_3130n_18";"Seccd";"diepte van secchibepaling";"14,00";NA;14;FALSE;FALSE;TRUE;"m"
"5119";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"AN_ARE_001_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"<1";NA;1;TRUE;FALSE;TRUE;"%"
"5120";"HT31xx_LSVI_StilstaandeWateren";"IV2018101006000237";"AN_ARE_001_3130n_18";"Schom";"schommeling winter/zomer";"0,05";NA;0,05;FALSE;FALSE;TRUE;"m"
"5121";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206332344";"AN_KSV_001_3160_18";"Seccd";"diepte van secchibepaling";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5122";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206332344";"AN_KSV_001_3160_18";"Secch";"secchi-diepte";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5123";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206332344";"AN_KSV_001_3160_18";"Schom";"schommeling winter/zomer";"0,35";NA;0,35;FALSE;FALSE;TRUE;"m"
"5124";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"LI_BER_001_3130a_18";"Secch";"secchi-diepte";"1,50";NA;1,5;FALSE;FALSE;TRUE;"m"
"5125";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"LI_BER_001_3130a_18";"Seccd";"diepte van secchibepaling";"4,80";NA;4,8;FALSE;FALSE;TRUE;"m"
"5126";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"LI_BER_001_3130a_18";"Helo";"bedekking helofyten";"1";NA;1;FALSE;FALSE;TRUE;"%"
"5127";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206401783";"LI_BER_001_3130a_18";"Schom";"schommeling winter/zomer";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5128";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"LI_BER_001_3130n_18";"Seccd";"diepte van secchibepaling";"4,80";NA;4,8;FALSE;FALSE;TRUE;"m"
"5129";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"LI_BER_001_3130n_18";"Secch";"secchi-diepte";"1,50";NA;1,5;FALSE;FALSE;TRUE;"m"
"5130";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"LI_BER_001_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"<1";NA;1;TRUE;FALSE;TRUE;"%"
"5131";"HT31xx_LSVI_StilstaandeWateren";"IV2018101206470581";"LI_BER_001_3130n_18";"Schom";"schommeling winter/zomer";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5132";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"AN_E10_002_3130a_18";"Secch";"secchi-diepte";"2,45";NA;2,45;FALSE;FALSE;TRUE;"m"
"5133";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"AN_E10_002_3130a_18";"Seccd";"diepte van secchibepaling";"9,30";NA;9,3;FALSE;FALSE;TRUE;"m"
"5134";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"AN_E10_002_3130a_18";"Helo";"bedekking helofyten";"2";NA;2;FALSE;FALSE;TRUE;"%"
"5135";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514360810";"AN_E10_002_3130a_18";"Schom";"schommeling winter/zomer";"0,20";NA;0,2;FALSE;FALSE;TRUE;"m"
"5136";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514410150";"AN_E10_002_3150_18";"Seccd";"diepte van secchibepaling";"9,30";NA;9,3;FALSE;FALSE;TRUE;"m"
"5137";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514410150";"AN_E10_002_3150_18";"Secch";"secchi-diepte";"2,45";NA;2,45;FALSE;FALSE;TRUE;"m"
"5138";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514410150";"AN_E10_002_3150_18";"Helo";"bedekking helofyten";"2";NA;2;FALSE;FALSE;TRUE;"%"
"5139";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514410150";"AN_E10_002_3150_18";"Schom";"schommeling winter/zomer";"0,20";NA;0,2;FALSE;FALSE;TRUE;"m"
"5140";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514471402";"AN_GKH_001_3130n_18";"Seccd";"diepte van secchibepaling";"4,30";NA;4,3;FALSE;FALSE;TRUE;"m"
"5141";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514471402";"AN_GKH_001_3130n_18";"Secch";"secchi-diepte";"0,95";NA;0,95;FALSE;FALSE;TRUE;"m"
"5142";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514471402";"AN_GKH_001_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"1";NA;1;FALSE;FALSE;TRUE;"%"
"5143";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514471402";"AN_GKH_001_3130n_18";"Schom";"schommeling winter/zomer";"1,00";NA;1;FALSE;FALSE;TRUE;"m"
"5144";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"AN_GIE_001_3130a_18";"Seccd";"diepte van secchibepaling";"10,50";NA;10,5;FALSE;FALSE;TRUE;"m"
"5145";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"AN_GIE_001_3130a_18";"Secch";"secchi-diepte";"5,00";NA;5;FALSE;FALSE;TRUE;"m"
"5146";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"AN_GIE_001_3130a_18";"Helo";"bedekking helofyten";"5";NA;5;FALSE;FALSE;TRUE;"%"
"5147";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514513628";"AN_GIE_001_3130a_18";"Schom";"schommeling winter/zomer";"0,80";NA;0,8;FALSE;FALSE;TRUE;"m"
"5148";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"AN_GIE_001_3130n_18";"Secch";"secchi-diepte";"5,00";NA;5;FALSE;FALSE;TRUE;"m"
"5149";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"AN_GIE_001_3130n_18";"Seccd";"diepte van secchibepaling";"10,50";NA;10,5;FALSE;FALSE;TRUE;"m"
"5150";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"AN_GIE_001_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"15";NA;15;FALSE;FALSE;TRUE;"%"
"5151";"HT31xx_LSVI_StilstaandeWateren";"IV2018101514541455";"AN_GIE_001_3130n_18";"Schom";"schommeling winter/zomer";"0,80";NA;0,8;FALSE;FALSE;TRUE;"m"
"5152";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515184939";"LI_BOK_001_3150_18";"Secch";"secchi-diepte";"0,55";NA;0,55;FALSE;FALSE;TRUE;"m"
"5153";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515184939";"LI_BOK_001_3150_18";"Seccd";"diepte van secchibepaling";"0,55";NA;0,55;FALSE;FALSE;TRUE;"m"
"5154";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515184939";"LI_BOK_001_3150_18";"Helo";"bedekking helofyten";"1";NA;1;FALSE;FALSE;TRUE;"%"
"5155";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515184939";"LI_BOK_001_3150_18";"Schom";"schommeling winter/zomer";"0,15";NA;0,15;FALSE;FALSE;TRUE;"m"
"5156";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515220639";"VB_VOR_005_3150_18";"Seccd";"diepte van secchibepaling";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5157";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515220639";"VB_VOR_005_3150_18";"Secch";"secchi-diepte";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5158";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515220639";"VB_VOR_005_3150_18";"Helo";"bedekking helofyten";"20";NA;20;FALSE;FALSE;TRUE;"%"
"5159";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515220639";"VB_VOR_005_3150_18";"Schom";"schommeling winter/zomer";"0,10";NA;0,1;FALSE;FALSE;TRUE;"m"
"5160";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"VB_VOR_005_3130a_18";"Secch";"secchi-diepte";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5161";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"VB_VOR_005_3130a_18";"Seccd";"diepte van secchibepaling";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5162";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"VB_VOR_005_3130a_18";"Helo";"bedekking helofyten";"20";NA;20;FALSE;FALSE;TRUE;"%"
"5163";"HT31xx_LSVI_StilstaandeWateren";"IV2018101515285131";"VB_VOR_005_3130a_18";"Schom";"schommeling winter/zomer";"0,10";NA;0,1;FALSE;FALSE;TRUE;"m"
"5164";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"AN_DVH_001_3130n_18";"Secch";"secchi-diepte";"0,95";NA;0,95;FALSE;FALSE;TRUE;"m"
"5165";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"AN_DVH_001_3130n_18";"Seccd";"diepte van secchibepaling";"1,00";NA;1;FALSE;FALSE;TRUE;"m"
"5166";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"AN_DVH_001_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"0";NA;0;FALSE;FALSE;TRUE;"%"
"5167";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611291989";"AN_DVH_001_3130n_18";"Schom";"schommeling winter/zomer";"0,70";NA;0,7;FALSE;FALSE;TRUE;"m"
"5168";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"AN_DVH_005_3130a_18";"Seccd";"diepte van secchibepaling";"3,85";NA;3,85;FALSE;FALSE;TRUE;"m"
"5169";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"AN_DVH_005_3130a_18";"Secch";"secchi-diepte";"1,00";NA;1;FALSE;FALSE;TRUE;"m"
"5170";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"AN_DVH_005_3130a_18";"Helo";"bedekking helofyten";"<1";NA;1;TRUE;FALSE;TRUE;"%"
"5171";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611385572";"AN_DVH_005_3130a_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5172";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"AN_DVH_005_3130n_18";"Secch";"secchi-diepte";"1,00";NA;1;FALSE;FALSE;TRUE;"m"
"5173";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"AN_DVH_005_3130n_18";"Seccd";"diepte van secchibepaling";"3,85";NA;3,85;FALSE;FALSE;TRUE;"m"
"5174";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"AN_DVH_005_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"1";NA;1;FALSE;FALSE;TRUE;"%"
"5175";"HT31xx_LSVI_StilstaandeWateren";"IV2018101611434662";"AN_DVH_005_3130n_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5176";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"AN_E10_001_3130a_18";"Secch";"secchi-diepte";"4,00";NA;4;FALSE;FALSE;TRUE;"m"
"5177";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"AN_E10_001_3130a_18";"Seccd";"diepte van secchibepaling";"14,00";NA;14;FALSE;FALSE;TRUE;"m"
"5178";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"AN_E10_001_3130a_18";"Helo";"bedekking helofyten";"1";NA;1;FALSE;FALSE;TRUE;"%"
"5179";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612012319";"AN_E10_001_3130a_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5180";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"AN_E10_001_3130n_18";"Seccd";"diepte van secchibepaling";"14,00";NA;14;FALSE;FALSE;TRUE;"m"
"5181";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"AN_E10_001_3130n_18";"Secch";"secchi-diepte";"4,00";NA;4;FALSE;FALSE;TRUE;"m"
"5182";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"AN_E10_001_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"1";NA;1;FALSE;FALSE;TRUE;"%"
"5183";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612080606";"AN_E10_001_3130n_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5184";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612141219";"AN_E10_001_3140_18";"Secch";"secchi-diepte";"4,00";NA;4;FALSE;FALSE;TRUE;"m"
"5185";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612141219";"AN_E10_001_3140_18";"Seccd";"diepte van secchibepaling";"14,00";NA;14;FALSE;FALSE;TRUE;"m"
"5186";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612141219";"AN_E10_001_3140_18";"Helo";"bedekking helofyten";"1";NA;1;FALSE;FALSE;TRUE;"%"
"5187";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612141219";"AN_E10_001_3140_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5188";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"LI_BOK_002_3130n_18";"Secch";"secchi-diepte";"0,39";NA;0,39;FALSE;FALSE;TRUE;"m"
"5189";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"LI_BOK_002_3130n_18";"Seccd";"diepte van secchibepaling";"0,80";NA;0,8;FALSE;FALSE;TRUE;"m"
"5190";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"LI_BOK_002_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"10";NA;10;FALSE;FALSE;TRUE;"%"
"5191";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"LI_BOK_002_3130n_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5192";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612451289";"LI_BOK_003_3130n_18";"Seccd";"diepte van secchibepaling";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5193";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612451289";"LI_BOK_003_3130n_18";"Secch";"secchi-diepte";"0,26";NA;0,26;FALSE;FALSE;TRUE;"m"
"5194";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612451289";"LI_BOK_003_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"3";NA;3;FALSE;FALSE;TRUE;"%"
"5195";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612451289";"LI_BOK_003_3130n_18";"Schom";"schommeling winter/zomer";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5196";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"LI_BBV_001_3130a_18";"Helo";"bedekking helofyten";"90";NA;90;FALSE;FALSE;TRUE;"%"
"5197";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"LI_BBV_001_3130a_18";"Schom";"schommeling winter/zomer";"0,25";NA;0,25;FALSE;FALSE;TRUE;"m"
"5198";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612554328";"LI_HAG_004_3130n_18";"Secch";"secchi-diepte";"0,31";NA;0,31;FALSE;FALSE;TRUE;"m"
"5199";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612554328";"LI_HAG_004_3130n_18";"Seccd";"diepte van secchibepaling";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5200";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612554328";"LI_HAG_004_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"20";NA;20;FALSE;FALSE;TRUE;"%"
"5201";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612554328";"LI_HAG_004_3130n_18";"Schom";"schommeling winter/zomer";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"5202";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"LI_HAG_004_3130a_18";"Seccd";"diepte van secchibepaling";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5203";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"LI_HAG_004_3130a_18";"Secch";"secchi-diepte";"0,31";NA;0,31;FALSE;FALSE;TRUE;"m"
"5204";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"LI_HAG_004_3130a_18";"Helo";"bedekking helofyten";"35";NA;35;FALSE;FALSE;TRUE;"%"
"5205";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"LI_HAG_004_3130a_18";"Schom";"schommeling winter/zomer";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"5206";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"AN_SNE_008_3130a_18";"Seccd";"diepte van secchibepaling";"0,80";NA;0,8;FALSE;FALSE;TRUE;"m"
"5207";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"AN_SNE_008_3130a_18";"Secch";"secchi-diepte";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5208";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"AN_SNE_008_3130a_18";"Helo";"bedekking helofyten";"10";NA;10;FALSE;FALSE;TRUE;"%"
"5209";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"AN_SNE_008_3130a_18";"Schom";"schommeling winter/zomer";"0,35";NA;0,35;FALSE;FALSE;TRUE;"m"
"5210";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"AN_ABH_007_3130a_18";"Secch";"secchi-diepte";"0,04";NA;0,04;FALSE;FALSE;TRUE;"m"
"5211";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"AN_ABH_007_3130a_18";"Seccd";"diepte van secchibepaling";"0,04";NA;0,04;FALSE;FALSE;TRUE;"m"
"5212";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"AN_ABH_007_3130a_18";"Helo";"bedekking helofyten";"50";NA;50;FALSE;FALSE;TRUE;"%"
"5213";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"AN_ABH_007_3130a_18";"Schom";"schommeling winter/zomer";"1,30";NA;1,3;FALSE;FALSE;TRUE;"m"
"5214";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"AN_DEB_001_3130a_18";"Secch";"secchi-diepte";"0,18";NA;0,18;FALSE;FALSE;TRUE;"m"
"5215";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"AN_DEB_001_3130a_18";"Seccd";"diepte van secchibepaling";"0,90";NA;0,9;FALSE;FALSE;TRUE;"m"
"5216";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"AN_DEB_001_3130a_18";"Helo";"bedekking helofyten";"2";NA;2;FALSE;FALSE;TRUE;"%"
"5217";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"AN_DEB_001_3130a_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5218";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"AN_SNE_006_3130a_18";"Helo";"bedekking helofyten";"50";NA;50;FALSE;FALSE;TRUE;"%"
"5219";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"AN_SNE_006_3130a_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5220";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"LI_BER_003_3130n_18";"Secch";"secchi-diepte";"4,00";NA;4;FALSE;FALSE;TRUE;"m"
"5221";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"LI_BER_003_3130n_18";"Seccd";"diepte van secchibepaling";"5,00";NA;5;FALSE;FALSE;TRUE;"m"
